H00024 NP_003318.1 TNR4_HUMAN
H18534 NP_000011.2 ACVL1_HUMAN
H18535 NP_001070869.1 ACVL1_HUMAN
H18536 NP_004293.1 ACV1B_HUMAN
H18537 NP_064733.3 ACV1B_HUMAN
H18538 NP_064732.3 ACV1B_HUMAN
H18548 NP_002272.2 KRT81_HUMAN
H18549 NP_002275.1 KRT86_HUMAN
H18550 NP_002273.3 KRT83_HUMAN
H18555 NP_005546.2 K2C6B_HUMAN
H18557 NP_005545.1 K2C6A_HUMAN
H18558 NP_000415.2 K2C5_HUMAN
H18560 NP_778223.2 K2C74_HUMAN
H18565 NP_000414.2 K22E_HUMAN
H18569 NP_476429.2 K2C3_HUMAN
H18572 NP_775487.2 K2C78_HUMAN
H18574 NP_000215.1 K1C18_HUMAN
H18575 NP_954657.1 K1C18_HUMAN
H18600 NP_065434.1 AMHR2_HUMAN
H18601 NP_001158163.1 AMHR2_HUMAN
H18602 NP_001158162.1 AMHR2_HUMAN
H18677 NP_001138469.1 ITA7_HUMAN
H18678 NP_002197.2 ITA7_HUMAN
H18679 NP_001138468.1 ITA7_HUMAN
H18681 NP_002896.2 RDH1_HUMAN
H18696 NP_439892.2 CDK2_HUMAN
H18697 NP_001789.2 CDK2_HUMAN
H18699 NP_000447.2 SUOX_HUMAN
H18700 NP_001027558.1 SUOX_HUMAN
H18701 NP_001027559.1 SUOX_HUMAN
H18702 NP_071910.3 IKZF4_HUMAN
H18703 NP_001020.2 RS26_HUMAN
H18704 NP_001973.2 ERBB3_HUMAN
H18705 NP_001005915.1 ERBB3_HUMAN
H18733 NP_057668.1 IL23A_HUMAN
H18734 NP_005410.1 STAT2_HUMAN
H18735 NP_938146.1 STAT2_HUMAN
H18737 NP_003911.2 TIM_HUMAN
H18738 NP_036196.1 MIP_HUMAN
H18761 NP_003144.3 STAT6_HUMAN
H18762 NP_001171549.1 STAT6_HUMAN
H18763 NP_001171550.1 STAT6_HUMAN
H18764 NP_001171551.1 STAT6_HUMAN
H18766 NP_002323.2 LRP1_HUMAN
H18785 NP_001181982.1 DDIT3_HUMAN
H18786 NP_001181983.1 DDIT3_HUMAN
H18787 NP_001181984.1 DDIT3_HUMAN
H18789 NP_004074.2 DDIT3_HUMAN
H18790 NP_001181986.1 DDIT3_HUMAN
H18793 NP_004975.2 KIF5A_HUMAN
H18810 NP_000066.1 CDK4_HUMAN
H18813 NP_005362.3 TRMB_HUMAN
H18814 NP_075422.3 TRMB_HUMAN
H18834 NP_000697.1 V1AR_HUMAN
H18844 NP_002067.1 GNS_HUMAN
H18851 NP_055134.2 MAN1_HUMAN
H18852 NP_001161086.1 MAN1_HUMAN
H18857 NP_003474.1 HMGA2_HUMAN
H18858 NP_003475.1 HMGA2_HUMAN
H18878 NP_002383.2 MDM2_HUMAN
H18883 NP_000230.1 LYSC_HUMAN
H18912 NP_775489.2 TPH2_HUMAN
H18925 NP_031376.3 PHLA1_HUMAN
H18928 NP_078961.3 BBS10_HUMAN
H18934 NP_055718.4 NAV3_HUMAN
H18944 NP_002460.1 MYF6_HUMAN
H18964 NP_079390.3 CE290_HUMAN
H18966 NP_003985.2 SCF_HUMAN
H18967 NP_000890.1 SCF_HUMAN
H18972 NP_001673.2 AT2B1_HUMAN
H18973 NP_001001323.1 AT2B1_HUMAN
H18977 NP_002336.1 LUM_HUMAN
H18984 NP_001722.1 BTG1_HUMAN
H19002 NP_003868.1 SOCS2_HUMAN
H19022 NP_000886.1 LKHA4_HUMAN
H19033 NP_001027454.1 LAP2B_HUMAN
H19034 NP_001027455.1 LAP2B_HUMAN
H19035 NP_003267.1 LAP2A_HUMAN
H19047 NP_690001.3 ANS1B_HUMAN
H19048 NP_064525.1 ANS1B_HUMAN
H19049 NP_858056.2 ANS1B_HUMAN
H19070 NP_710161.1 SYCP3_HUMAN
H19071 NP_001171419.1 SYCP3_HUMAN
H19072 NP_001171420.1 SYCP3_HUMAN
H19073 NP_077288.2 GNPTA_HUMAN
H19078 NP_002665.2 MCH_HUMAN
H19083 NP_000268.1 PH4H_HUMAN
H19101 NP_060883.1 CHSTB_HUMAN
H19102 NP_001167453.1 CHSTB_HUMAN
H19108 NP_001138671.1 OCC1_HUMAN
H19134 NP_055521.1 SART3_HUMAN
H19135 NP_998760.1 ISCU_HUMAN
H19136 NP_055116.1 ISCU_HUMAN
H19143 NP_001908.3 OXDA_HUMAN
H19149 NP_550433.1 UNG_HUMAN
H19150 NP_003353.1 UNG_HUMAN
H19158 NP_000422.1 KIME_HUMAN
H19159 NP_001107657.1 KIME_HUMAN
H19161 NP_671737.1 TRPV4_HUMAN
H19162 NP_067638.3 TRPV4_HUMAN
H19163 NP_001170899.1 TRPV4_HUMAN
H19164 NP_001170902.1 TRPV4_HUMAN
H19165 NP_001170904.1 TRPV4_HUMAN
H19180 NP_001672.1 AT2A2_HUMAN
H19181 NP_733765.1 AT2A2_HUMAN
H19208 NP_005466.1 SH2B3_HUMAN
H19209 NP_002964.3 ATX2_HUMAN
H19211 NP_079523.3 ACD10_HUMAN
H19212 NP_001130010.1 ACD10_HUMAN
H19213 NP_000681.2 ALDH2_HUMAN
H19221 NP_079229.2 NAA25_HUMAN
H19227 NP_002825.3 PTN11_HUMAN
H19257 NP_852259.1 TBX5_HUMAN
H19258 NP_000183.2 TBX5_HUMAN
H19259 NP_542448.1 TBX5_HUMAN
H19264 NP_056150.1 MD13L_HUMAN
H19276 NP_000611.1 NOS1_HUMAN
H19288 NP_055180.1 HSPB8_HUMAN
H19303 NP_000919.1 PA21B_HUMAN
H19321 NP_000008.1 ACADS_HUMAN
H19323 NP_000536.5 HNF1A_HUMAN
H19325 NP_003724.1 OASL_HUMAN
H19326 NP_937856.1 OASL_HUMAN
H19327 NP_002553.3 P2RX7_HUMAN
H19347 NP_002141.1 HPPD_HUMAN
H19348 NP_001165464.1 HPPD_HUMAN
H19352 NP_066273.1 BCL7A_HUMAN
H19353 NP_001019979.1 BCL7A_HUMAN
H19398 NP_001405.1 EI2BA_HUMAN
H19402 NP_036595.2 VPP2_HUMAN
H19410 NP_005496.4 SCRB1_HUMAN
H19495 NP_068773.2 CXA3_HUMAN
H19496 NP_003995.2 CXB2_HUMAN
H19497 NP_006774.2 CXB6_HUMAN
H19498 NP_001103691.1 CXB6_HUMAN
H19499 NP_001103690.1 CXB6_HUMAN
H19500 NP_001103689.1 CXB6_HUMAN
H19514 NP_002001.1 FGF9_HUMAN
H19515 NP_000222.1 SGCG_HUMAN
H19516 NP_055178.3 SACS_HUMAN
H19517 NP_683760.1 TNR19_HUMAN
H19518 NP_061117.2 TNR19_HUMAN
H19519 NP_005923.2 MIPEP_HUMAN
H19528 NP_006428.2 PARP4_HUMAN
H19542 NP_005968.1 RNF6_HUMAN
H19543 NP_898864.1 RNF6_HUMAN
H19544 NP_898865.1 RNF6_HUMAN
H19557 NP_689918.1 RPAC2_HUMAN
H19558 NP_057056.1 RPAC2_HUMAN
H19560 NP_000200.1 PDX1_HUMAN
H19564 NP_004110.2 FLT3_HUMAN
H19566 NP_002010.2 VGFR1_HUMAN
H19567 NP_001153502.1 VGFR1_HUMAN
H19568 NP_001153392.1 VGFR1_HUMAN
H19569 NP_001153503.1 VGFR1_HUMAN
H19575 NP_003036.1 CTR1_HUMAN
H19581 NP_001620.2 AL5AP_HUMAN
H19586 NP_570718.1 RXFP2_HUMAN
H19587 NP_001159530.1 RXFP2_HUMAN
H19590 NP_000050.2 BRCA2_HUMAN
H19596 NP_004786.2 KLOT_HUMAN
H19597 NP_821074.1 STA13_HUMAN
H19598 NP_821075.1 STA13_HUMAN
H19599 NP_443083.1 STA13_HUMAN
H19612 NP_001135766.1 SPG20_HUMAN
H19613 NP_001135767.1 SPG20_HUMAN
H19614 NP_001135768.1 SPG20_HUMAN
H19615 NP_055902.1 SPG20_HUMAN
H19622 NP_000529.1 RFXAP_HUMAN
H19623 NP_001120689.1 SMAD9_HUMAN
H19624 NP_005896.1 SMAD9_HUMAN
H19650 NP_001138551.1 COG6_HUMAN
H19651 NP_065802.1 COG6_HUMAN
H19652 NP_002006.2 FOXO1_HUMAN
H19655 NP_001138825.1 ELF1_HUMAN
H19656 NP_758961.1 ELF1_HUMAN
H19670 NP_003692.1 TNF11_HUMAN
H19671 NP_143026.1 TNF11_HUMAN
H19701 NP_001157685.1 LRCH1_HUMAN
H19702 NP_055931.1 LRCH1_HUMAN
H19703 NP_001157683.1 LRCH1_HUMAN
H19705 NP_001159419.1 5HT2A_HUMAN
H19706 NP_000612.1 5HT2A_HUMAN
H19710 NP_068839.1 ITM2B_HUMAN
H19716 NP_065110.1 CLTR2_HUMAN
H19726 NP_001035533.1 PHF11_HUMAN
H19727 NP_001035534.1 PHF11_HUMAN
H19729 NP_612459.1 ARL11_HUMAN
H19753 NP_000044.2 ATP7B_HUMAN
H19773 NP_006409.3 OLFM4_HUMAN
H19802 NP_009180.3 KLF12_HUMAN
H19808 NP_005349.3 LMO7_HUMAN
H19809 NP_056667.2 LMO7_HUMAN
H19812 NP_006484.1 CLN5_HUMAN
H19821 NP_003982.1 EDNRB_HUMAN
H19822 NP_000106.1 EDNRB_HUMAN
H19823 NP_001116131.1 EDNRB_HUMAN
H19827 NP_061953.2 NFIP2_HUMAN
H19829 NP_005833.1 SPY2_HUMAN
H19830 NP_443142.1 SLIK1_HUMAN
H19871 NP_004791.1 TM9S2_HUMAN
H19874 NP_009060.2 ZIC2_HUMAN
H19875 NP_000273.2 PCCA_HUMAN
H19876 NP_001121164.1 PCCA_HUMAN
H19877 NP_001171475.1 PCCA_HUMAN
H19893 NP_000114.2 ERCC5_HUMAN
H19895 NP_758958.3 DAOA_HUMAN
H19896 NP_001155284.1 DAOA_HUMAN
H19897 NP_001155286.1 DAOA_HUMAN
H19901 NP_001091738.1 DNLI4_HUMAN
H19902 NP_002303.2 DNLI4_HUMAN
H19903 NP_996820.1 DNLI4_HUMAN
H19908 NP_003740.2 IRS2_HUMAN
H19909 NP_001836.2 CO4A1_HUMAN
H19910 NP_001837.2 CO4A2_HUMAN
H19914 NP_937860.1 ING1_HUMAN
H19915 NP_937862.1 ING1_HUMAN
H19916 NP_005528.3 ING1_HUMAN
H19917 NP_937861.1 ING1_HUMAN
H19935 NP_000495.1 FA10_HUMAN
H19936 NP_003882.1 PROZ_HUMAN
H19995 NP_001632.2 APEX1_HUMAN
H19996 NP_542379.1 APEX1_HUMAN
H19997 NP_542380.1 APEX1_HUMAN
H20012 NP_001136.1 ANGI_HUMAN
H20013 NP_001091046.1 ANGI_HUMAN
H20023 NP_002926.2 ECP_HUMAN
H20050 NP_065099.3 RPGR1_HUMAN
H20108 NP_004634.1 PABP2_HUMAN
H20117 NP_002462.2 MYH6_HUMAN
H20118 NP_000248.2 MYH7_HUMAN
H20137 NP_006168.1 NRL_HUMAN
H20164 NP_001092744.1 TINF2_HUMAN
H20165 NP_036593.2 TINF2_HUMAN
H20166 NP_000350.1 TGM1_HUMAN
H20179 NP_001129494.1 NFAC4_HUMAN
H20180 NP_004545.2 NFAC4_HUMAN
H20185 NP_001827.1 CMA1_HUMAN
H20186 NP_001902.1 CATG_HUMAN
H20193 NP_005240.3 FOXG1_HUMAN
H20220 NP_619579.1 COF2_HUMAN
H20221 NP_068733.1 COF2_HUMAN
H20229 NP_055487.2 MRRP3_HUMAN
H20230 NP_002782.1 PSA6_HUMAN
H20231 NP_065390.1 IKBA_HUMAN
H20235 NP_115728.2 BRM1L_HUMAN
H20236 NP_057670.2 MBIP1_HUMAN
H20237 NP_001138363.1 MBIP1_HUMAN
H20239 NP_001073136.1 NKX21_HUMAN
H20240 NP_003308.1 NKX21_HUMAN
H20243 NP_006185.1 PAX9_HUMAN
H20259 NP_976229.1 CTGE5_HUMAN
H20261 NP_005921.2 CTGE5_HUMAN
H20262 NP_976231.1 CTGE5_HUMAN
H20281 NP_002399.1 MGAT2_HUMAN
H20302 NP_056999.2 ATLA1_HUMAN
H20303 NP_853629.2 ATLA1_HUMAN
H20304 NP_001121185.1 ATLA1_HUMAN
H20323 NP_000944.1 PD2R_HUMAN
H20324 NP_000947.2 PE2R2_HUMAN
H20339 NP_001193.2 BMP4_HUMAN
H20340 NP_570911.2 BMP4_HUMAN
H20341 NP_570912.2 BMP4_HUMAN
H20342 NP_005183.2 CDKN3_HUMAN
H20343 NP_001124323.1 CDKN3_HUMAN
H20350 NP_001019242.1 GCH1_HUMAN
H20351 NP_001019241.1 GCH1_HUMAN
H20352 NP_000152.1 GCH1_HUMAN
H20353 NP_001019195.1 GCH1_HUMAN
H20371 NP_067078.1 PELI2_HUMAN
H20373 NP_068374.1 OTX2_HUMAN
H20374 NP_758840.1 OTX2_HUMAN
H20407 NP_031400.2 SIX6_HUMAN
H20408 NP_005973.1 SIX1_HUMAN
H20416 NP_006246.2 KPCL_HUMAN
H20417 NP_001521.1 HIF1A_HUMAN
H20418 NP_851397.1 HIF1A_HUMAN
H20430 NP_055995.4 SYNE2_HUMAN
H20431 NP_878918.2 SYNE2_HUMAN
H20432 NP_878917.1 SYNE2_HUMAN
H20433 NP_878914.1 SYNE2_HUMAN
H20434 NP_001035365.1 ESR2_HUMAN
H20436 NP_001428.1 ESR2_HUMAN
H20437 NP_005947.3 C1TC_HUMAN
H20442 NP_068814.2 HSP72_HUMAN
H20445 NP_001020029.1 SPTB1_HUMAN
H20446 NP_000338.3 SPTB1_HUMAN
H20476 NP_689656.2 RDH12_HUMAN
H20477 NP_056161.2 ZFY26_HUMAN
H20478 NP_598193.2 RA51B_HUMAN
H20479 NP_002868.1 RA51B_HUMAN
H20480 NP_598194.1 RA51B_HUMAN
H20481 NP_004917.2 TISB_HUMAN
H20502 NP_071420.1 SMOC1_HUMAN
H20503 NP_001030024.1 SMOC1_HUMAN
H20516 NP_149132.2 M3K9_HUMAN
H20519 NP_004287.3 RGS6_HUMAN
H20529 NP_015557.2 PSN1_HUMAN
H20530 NP_000012.1 PSN1_HUMAN
H20557 NP_878314.1 VSX2_HUMAN
H20561 NP_006423.1 NPC2_HUMAN
H20568 NP_001924.2 ODO2_HUMAN
H20571 NP_055054.1 EI2BB_HUMAN
H20573 NP_001035197.1 MLH3_HUMAN
H20585 NP_006390.1 BATF_HUMAN
H20603 NP_037514.2 POMT2_HUMAN
H20619 NP_004854.1 SPTC2_HUMAN
H20627 NP_004787.2 NRX3A_HUMAN
H20631 NP_000784.2 IOD2_HUMAN
H20632 NP_054644.1 IOD2_HUMAN
H20633 NP_001007024.1 IOD2_HUMAN
H20635 NP_000360.2 TSHR_HUMAN
H20636 NP_001018046.1 TSHR_HUMAN
H20637 NP_001136098.1 TSHR_HUMAN
H20638 NP_056943.1 TF2AA_HUMAN
H20639 NP_963889.1 TF2AA_HUMAN
H20642 NP_037363.1 FLRT2_HUMAN
H20643 NP_000144.2 GALC_HUMAN
H20659 NP_938051.1 TTC8_HUMAN
H20660 NP_938052.1 TTC8_HUMAN
H20661 NP_653197.2 TTC8_HUMAN
H20666 NP_060789.2 TYDP1_HUMAN
H20667 NP_001008744.1 TYDP1_HUMAN
H20691 NP_006320.2 FBLN5_HUMAN
H20692 NP_004230.2 TRIPB_HUMAN
H20693 NP_004984.2 ATX3_HUMAN
H20694 NP_109376.1 ATX3_HUMAN
H20695 NP_001121168.1 ATX3_HUMAN
H20699 NP_001158252.1 ATX3_HUMAN
H20714 NP_001266.1 CMGA_HUMAN
H20741 NP_001747.2 CBG_HUMAN
H20742 NP_000286.3 A1AT_HUMAN
H20743 NP_001002235.1 A1AT_HUMAN
H20744 NP_001002236.1 A1AT_HUMAN
H20745 NP_001121172.1 A1AT_HUMAN
H20746 NP_001121173.1 A1AT_HUMAN
H20747 NP_001121174.1 A1AT_HUMAN
H20748 NP_001121175.1 A1AT_HUMAN
H20749 NP_001121176.1 A1AT_HUMAN
H20750 NP_001121177.1 A1AT_HUMAN
H20751 NP_001121178.1 A1AT_HUMAN
H20752 NP_001121179.1 A1AT_HUMAN
H20759 NP_001076.2 AACT_HUMAN
H20761 NP_803187.1 DICER_HUMAN
H20762 NP_085124.2 DICER_HUMAN
H20769 NP_068801.1 TCL1A_HUMAN
H20770 NP_001092195.1 TCL1A_HUMAN
H20771 NP_000614.1 BKRB2_HUMAN
H20772 NP_000701.2 BKRB1_HUMAN
H20777 NP_003375.1 VRK1_HUMAN
H20787 NP_006659.1 CP46A_HUMAN
H20815 NP_001367.2 DYHC1_HUMAN
H20834 NP_112205.2 AMNLS_HUMAN
H20854 NP_001093588.1 XRCC3_HUMAN
H20855 NP_005423.1 XRCC3_HUMAN
H20856 NP_001093589.1 XRCC3_HUMAN
H20873 NP_005154.2 AKT1_HUMAN
H20874 NP_001014431.1 AKT1_HUMAN
H20875 NP_001014432.1 AKT1_HUMAN
H20923 NP_653200.2 NIPA1_HUMAN
H20924 NP_001135747.1 NIPA1_HUMAN
H20944 NP_570854.1 UBE3A_HUMAN
H20945 NP_000453.2 UBE3A_HUMAN
H20946 NP_570853.1 UBE3A_HUMAN
H20948 NP_068712.1 GBRB3_HUMAN
H20949 NP_000805.1 GBRB3_HUMAN
H20950 NP_001178250.1 GBRB3_HUMAN
H20951 NP_001178249.1 GBRB3_HUMAN
H20979 NP_683709.1 ACHA7_HUMAN
H21004 NP_001177384.1 ACHA7_HUMAN
H21005 NP_000737.1 ACHA7_HUMAN
H21022 NP_003011.1 7B2_HUMAN
H21023 NP_001138229.1 7B2_HUMAN
H21025 NP_037504.1 GREM1_HUMAN
H21027 NP_001178252.1 GREM1_HUMAN
H21030 NP_001027.3 RYR3_HUMAN
H21037 NP_598408.1 S12A6_HUMAN
H21038 NP_001035962.1 S12A6_HUMAN
H21039 NP_001035961.1 S12A6_HUMAN
H21040 NP_001035959.1 S12A6_HUMAN
H21041 NP_001035960.1 S12A6_HUMAN
H21042 NP_005126.1 S12A6_HUMAN
H21043 NP_061118.1 NOP10_HUMAN
H21048 NP_065711.1 CXD2_HUMAN
H21049 NP_005150.1 ACTC_HUMAN
H21067 NP_005730.2 GRP1_HUMAN
H21068 NP_001122074.1 GRP1_HUMAN
H21071 NP_003237.2 TSP1_HUMAN
H21080 NP_001202.4 BUB1B_HUMAN
H21096 NP_569735.1 CHSTE_HUMAN
H21103 NP_002866.2 RAD51_HUMAN
H21104 NP_597994.3 RAD51_HUMAN
H21105 NP_001157741.1 RAD51_HUMAN
H21106 NP_001157742.1 RAD51_HUMAN
H21155 NP_077320.1 CAN3_HUMAN
H21156 NP_775110.1 CAN3_HUMAN
H21157 NP_000061.1 CAN3_HUMAN
H21158 NP_775111.1 CAN3_HUMAN
H21159 NP_775112.1 CAN3_HUMAN
H21160 NP_775113.1 CAN3_HUMAN
H21168 NP_612486.2 CDAN1_HUMAN
H21169 NP_775771.3 TTBK2_HUMAN
H21174 NP_000110.2 EPB42_HUMAN
H21175 NP_001107606.1 EPB42_HUMAN
H21184 NP_001135451.1 TP53B_HUMAN
H21185 NP_001135452.1 TP53B_HUMAN
H21186 NP_005648.1 TP53B_HUMAN
H21194 NP_742093.1 CTSR2_HUMAN
H21195 NP_473361.1 CTSR2_HUMAN
H21211 NP_001153699.1 SPTCS_HUMAN
H21212 NP_079413.3 SPTCS_HUMAN
H21214 NP_004039.1 B2MG_HUMAN
H21219 NP_054799.4 DUOX2_HUMAN
H21226 NP_001473.1 GATM_HUMAN
H21231 NP_036520.1 BL1S6_HUMAN
H21232 NP_067022.1 SQRD_HUMAN
H21233 NP_065909.1 SEM6D_HUMAN
H21234 NP_705869.1 SEM6D_HUMAN
H21235 NP_705870.1 SEM6D_HUMAN
H21236 NP_705871.1 SEM6D_HUMAN
H21237 NP_705872.1 SEM6D_HUMAN
H21238 NP_079242.2 SEM6D_HUMAN
H21242 NP_000329.2 S12A1_HUMAN
H21243 NP_001171761.1 S12A1_HUMAN
H21247 NP_000129.3 FBN1_HUMAN
H21259 NP_002000.1 FGF7_HUMAN
H21275 NP_060142.3 TRPM7_HUMAN
H21277 NP_031373.2 AP4E1_HUMAN
H21279 NP_112503.1 CP19A_HUMAN
H21280 NP_000094.2 CP19A_HUMAN
H21285 NP_037375.2 SCG3_HUMAN
H21286 NP_001158729.1 SCG3_HUMAN
H21306 NP_899057.1 RB27A_HUMAN
H21307 NP_004571.2 RB27A_HUMAN
H21308 NP_899058.1 RB27A_HUMAN
H21309 NP_899059.1 RB27A_HUMAN
H21313 NP_001028732.1 DYXC1_HUMAN
H21314 NP_570722.2 DYXC1_HUMAN
H21315 NP_001028731.1 DYXC1_HUMAN
H21318 NP_006145.2 NEDD4_HUMAN
H21319 NP_940682.2 NEDD4_HUMAN
H21332 NP_116255.2 CGNL1_HUMAN
H21339 NP_003879.2 AL1A2_HUMAN
H21340 NP_733797.1 AL1A2_HUMAN
H21341 NP_733798.1 AL1A2_HUMAN
H21343 NP_000227.2 LIPC_HUMAN
H21351 NP_004989.2 MYO1E_HUMAN
H21376 NP_001018004.1 TPM1_HUMAN
H21377 NP_001018006.1 TPM1_HUMAN
H21378 NP_001018007.1 TPM1_HUMAN
H21379 NP_001018020.1 TPM1_HUMAN
H21380 NP_001018005.1 TPM1_HUMAN
H21381 NP_000357.3 TPM1_HUMAN
H21382 NP_001018008.1 TPM1_HUMAN
H21389 NP_001209.1 CAH12_HUMAN
H21390 NP_996808.1 CAH12_HUMAN
H21391 NP_006528.2 UBP3_HUMAN
H21401 NP_000933.1 PPIB_HUMAN
H21413 NP_001121361.1 SPG21_HUMAN
H21414 NP_001121362.1 SPG21_HUMAN
H21415 NP_057714.1 SPG21_HUMAN
H21447 NP_005576.3 SMAD6_HUMAN
H21448 NP_001136333.1 SMAD6_HUMAN
H21449 NP_005893.1 SMAD3_HUMAN
H21450 NP_001138575.1 SMAD3_HUMAN
H21451 NP_001138574.1 SMAD3_HUMAN
H21452 NP_001138576.1 SMAD3_HUMAN
H21457 NP_002748.1 MP2K5_HUMAN
H21458 NP_660143.1 MP2K5_HUMAN
H21466 NP_006082.3 COR2B_HUMAN
H21467 NP_001177385.1 COR2B_HUMAN
H21468 NP_001177386.1 COR2B_HUMAN
H21469 NP_006296.1 AN32A_HUMAN
H21479 NP_000994.1 RLA1_HUMAN
H21480 NP_998890.1 RLA1_HUMAN
H21486 NP_060827.2 LARP6_HUMAN
H21487 NP_932062.1 LARP6_HUMAN
H21492 NP_055064.1 NR2E3_HUMAN
H21493 NP_057430.1 NR2E3_HUMAN
H21508 NP_000511.2 HEXA_HUMAN
H21514 NP_149017.2 BBS4_HUMAN
H21519 NP_005468.1 HCN4_HUMAN
H21529 NP_005567.2 LOXL1_HUMAN
H21531 NP_150241.2 PML_HUMAN
H21532 NP_150252.1 PML_HUMAN
H21533 NP_002666.1 PML_HUMAN
H21534 NP_150250.2 PML_HUMAN
H21535 NP_150242.1 PML_HUMAN
H21536 NP_150253.2 PML_HUMAN
H21537 NP_150243.2 PML_HUMAN
H21538 NP_150247.2 PML_HUMAN
H21539 NP_150249.1 PML_HUMAN
H21555 NP_000772.2 CP11A_HUMAN
H21556 NP_001093243.1 CP11A_HUMAN
H21568 NP_000490.1 CP1A1_HUMAN
H21569 NP_000752.2 CP1A2_HUMAN
H21576 NP_002426.1 MPI_HUMAN
H21608 NP_000117.1 ETFA_HUMAN
H21609 NP_001121188.1 ETFA_HUMAN
H21611 NP_065894.2 SCAPE_HUMAN
H21612 NP_001139395.1 SCAPE_HUMAN
H21620 NP_060670.1 HM20A_HUMAN
H21621 NP_116197.4 LIGO1_HUMAN
H21634 NP_004127.1 IREB2_HUMAN
H21635 NP_001077081.1 HYKK_HUMAN
H21636 NP_001013641.2 HYKK_HUMAN
H21641 NP_001160166.1 ACHA3_HUMAN
H21642 NP_000734.2 ACHA3_HUMAN
H21648 NP_004381.2 CATH_HUMAN
H21651 NP_722522.1 RGRF1_HUMAN
H21654 NP_001139813.1 AN34C_HUMAN
H21662 NP_061879.2 ZFAN6_HUMAN
H21663 NP_000128.1 FAAA_HUMAN
H21671 NP_001165599.1 IL16_HUMAN
H21672 NP_757366.2 IL16_HUMAN
H21673 NP_004504.3 IL16_HUMAN
H21682 NP_001012.1 RS17L_HUMAN
H21721 NP_995580.1 NMB_HUMAN
H21722 NP_066563.2 NMB_HUMAN
H21724 NP_055445.2 ZN592_HUMAN
H21732 NP_006729.4 AKP13_HUMAN
H21733 NP_009131.2 AKP13_HUMAN
H21737 NP_002521.2 NTRK3_HUMAN
H21738 NP_001012338.1 NTRK3_HUMAN
H21754 NP_000317.1 RLBP1_HUMAN
H21755 NP_001106849.1 FANCI_HUMAN
H21756 NP_060663.2 FANCI_HUMAN
H21757 NP_002684.1 DPOG1_HUMAN
H21758 NP_001119603.1 DPOG1_HUMAN
H21761 NP_940927.2 KIF7_HUMAN
H21763 NP_002657.3 PLIN1_HUMAN
H21764 NP_001138783.1 PLIN1_HUMAN
H21770 NP_005820.1 AP3S2_HUMAN
H21785 NP_000048.1 BLM_HUMAN
H21797 NP_003972.1 PRC1_HUMAN
H21807 NP_006002.1 SIA8B_HUMAN
H21846 NP_005578.2 MEF2A_HUMAN
H21847 NP_001124398.1 MEF2A_HUMAN
H21848 NP_001124399.1 MEF2A_HUMAN
H21849 NP_001124400.1 MEF2A_HUMAN
H21850 NP_001165365.1 MEF2A_HUMAN
H21892 NP_000508.1 HBA_HUMAN
H21893 NP_000549.1 HBA_HUMAN
H21903 NP_851393.1 AXIN1_HUMAN
H21904 NP_003493.1 AXIN1_HUMAN
H21941 NP_005814.2 MSLN_HUMAN
H21942 NP_001170826.1 MSLN_HUMAN
H21943 NP_037536.2 MSLN_HUMAN
H21951 NP_001044.1 SSR5_HUMAN
H21952 NP_001166031.1 SSR5_HUMAN
H21954 NP_066921.2 CAC1H_HUMAN
H21955 NP_001005407.1 CAC1H_HUMAN
H21964 NP_003924.2 BAIP3_HUMAN
H21966 NP_115909.1 GNPTG_HUMAN
H21973 NP_001278.1 CLCN7_HUMAN
H21974 NP_001107803.1 CLCN7_HUMAN
H22007 NP_005253.3 ALR_HUMAN
H22014 NP_001070651.1 TSC2_HUMAN
H22015 NP_000539.2 TSC2_HUMAN
H22016 NP_001107854.1 TSC2_HUMAN
H22017 NP_001009944.2 PKD1_HUMAN
H22018 NP_000287.3 PKD1_HUMAN
H22032 NP_001080.2 ABCA3_HUMAN
H22096 NP_000234.1 MEFV_HUMAN
H22114 NP_005214.2 DNAS1_HUMAN
H22116 NP_001073315.1 CBP_HUMAN
H22117 NP_004371.2 CBP_HUMAN
H22156 NP_061982.3 ALG1_HUMAN
H22172 NP_000294.1 PMM2_HUMAN
H22178 NP_000824.1 NMDE1_HUMAN
H22179 NP_001127879.1 NMDE1_HUMAN
H22180 NP_001127880.1 NMDE1_HUMAN
H22186 NP_000237.2 C2TA_HUMAN
H22194 NP_002752.1 HSP1_HUMAN
H22195 NP_689521.1 RMI2_HUMAN
H22199 NP_004853.2 LITAF_HUMAN
H22200 NP_001129944.1 LITAF_HUMAN
H22201 NP_001129945.1 LITAF_HUMAN
H22209 NP_001183.2 TNR17_HUMAN
H22216 NP_005227.1 XPF_HUMAN
H22250 NP_060138.1 NDE1_HUMAN
H22251 NP_001137451.1 NDE1_HUMAN
H22252 NP_001035203.1 MYH11_HUMAN
H22253 NP_002465.1 MYH11_HUMAN
H22254 NP_001035202.1 MYH11_HUMAN
H22255 NP_074035.1 MYH11_HUMAN
H22258 NP_004987.2 MRP1_HUMAN
H22262 NP_001162.4 MRP6_HUMAN
H22263 NP_001072996.1 MRP6_HUMAN
H22268 NP_071449.1 XYLT1_HUMAN
H22307 NP_005613.2 ACSM3_HUMAN
H22308 NP_973729.1 ACSM3_HUMAN
H22342 NP_001030.2 SCNNG_HUMAN
H22343 NP_000327.2 SCNNB_HUMAN
H22344 NP_705831.1 COG7_HUMAN
